"","id","imdbId","movieId","tmdbId","original_title","title","popularity","release_date","revenue","runtime","budget","vote_average","vote_count","original_language"
"210",713,"0107822",509,713,"The Piano","The Piano",7.436758,1993-05-19,116700000,121,7e+06,7.1,290,"en"
"211",1245,"0107943",515,1245,"The Remains of the Day","The Remains of the Day",12.222576,1993-11-05,23237911,134,11500000,7.5,213,"en"
"212",7007,"0107969",517,7007,"Rising Sun","Rising Sun",6.279082,1993-07-30,107198790,125,NA,5.8,188,"en"
"213",5550,"0107978",519,5550,"RoboCop 3","RoboCop 3",8.685798,1993-04-17,10696210,104,2.2e+07,4.2,309,"en"
"214",8005,"0107977",520,8005,"Robin Hood: Men in Tights","Robin Hood: Men in Tights",17.136672,1993-07-28,35739755,104,2e+07,6.4,575,"en"
"215",10412,"0105275",522,10412,"Romper Stomper","Romper Stomper",5.157926,1992-03-05,NA,94,NA,6.6,126,"en"
"216",14534,"0108002",524,14534,"Rudy","Rudy",5.914833,1993-09-17,22750363,114,1.2e+07,7.2,187,"en"
"217",424,"0108052",527,424,"Schindler's List","Schindler's List",41.725123,1993-11-29,321365567,195,2.2e+07,8.3,4436,"en"
"218",11236,"0108071",531,11236,"The Secret Garden","The Secret Garden",6.499523,1993-08-13,NA,102,NA,7.1,232,"en"
"219",11592,"0111127",532,11592,"Serial Mom","Serial Mom",5.305311,1994-04-13,7820688,95,1.3e+07,6.4,137,"en"
"220",8850,"0111143",533,8850,"The Shadow","The Shadow",7.881107,1994-07-01,48063435,108,2.5e+07,5.4,140,"en"
"221",695,"0108122",535,695,"Short Cuts","Short Cuts",8.829337,1993-09-05,6110979,187,NA,6.9,136,"en"
"222",858,"0108160",539,858,"Sleepless in Seattle","Sleepless in Seattle",10.234919,1993-06-24,227799884,105,2.1e+07,6.5,630,"en"
"223",867,"0108162",540,867,"Sliver","Sliver",11.23297,1993-05-21,116300000,108,4e+07,4.9,144,"en"
"224",78,"0083658",541,78,"Blade Runner","Blade Runner",96.272374,1982-06-25,33139618,117,2.8e+07,7.9,3833,"en"
"225",10442,"0108174",543,10442,"So I Married an Axe Murderer","So I Married an Axe Murderer",8.051914,1993-07-30,11585483,93,2e+07,6.1,131,"en"
"226",11074,"0108238",544,11074,"Striking Distance","Striking Distance",13.390917,1993-09-17,NA,102,30,5.4,223,"en"
"227",9607,"0108255",546,9607,"Super Mario Bros.","Super Mario Bros.",7.198455,1993-05-28,20915465,104,4.8e+07,4,236,"en"
"228",9479,"0107688",551,9479,"The Nightmare Before Christmas","The Nightmare Before Christmas",17.730913,1993-10-09,75634409,76,1.8e+07,7.6,2135,"en"
"229",10057,"0108333",552,10057,"The Three Musketeers","The Three Musketeers",6.34785,1993-11-11,53898845,105,3e+07,6.2,219,"en"
"230",11969,"0108358",553,11969,"Tombstone","Tombstone",11.338194,1993-12-25,56505065,130,2.5e+07,7.4,632,"en"
"231",319,"0108399",555,319,"True Romance","True Romance",17.189328,1993-09-09,12281551,120,12500000,7.5,762,"en"
"232",15139,"0110763",558,15139,"The Pagemaster","The Pagemaster",7.436001,1994-11-23,13670688,80,2.7e+07,6.2,178,"en"
"233",11446,"0114906",562,11446,"Welcome to the Dollhouse","Welcome to the Dollhouse",5.14056,1995-05-24,NA,88,NA,6.9,103,"en"
"234",11655,"0104029",565,11655,"Cronos","Cronos",5.513024,1993-09-12,NA,94,NA,6.4,153,"en"
"235",10897,"0110366",575,10897,"The Little Rascals","The Little Rascals",6.707109,1994-08-05,67308282,82,NA,6.3,214,"en"
"236",771,"0099785",586,771,"Home Alone","Home Alone",0.702543,1990-11-09,476684675,103,1.8e+07,7.1,2487,"en"
"237",251,"0099653",587,251,"Ghost","Ghost",11.945397,1990-07-12,5.05e+08,127,2.2e+07,6.9,1381,"en"
"238",812,"0103639",588,812,"Aladdin","Aladdin",16.357419,1992-11-25,504050219,90,2.8e+07,7.4,3495,"en"
"239",280,"0103064",589,280,"Terminator 2: Judgment Day","Terminator 2: Judgment Day",22.661695,1991-07-01,5.2e+08,137,1e+08,7.7,4274,"en"
"240",581,"0099348",590,581,"Dances with Wolves","Dances with Wolves",11.654349,1990-11-09,424208848,181,2.2e+07,7.6,1084,"en"
"241",268,"0096895",592,268,"Batman","Batman",19.10673,1989-06-23,411348924,126,3.5e+07,7,2145,"en"
"242",274,"0102926",593,274,"The Silence of the Lambs","The Silence of the Lambs",4.307222,1991-02-01,272742922,119,1.9e+07,8.1,4549,"en"
"243",408,"0029583",594,408,"Snow White and the Seven Dwarfs","Snow White and the Seven Dwarfs",16.263878,1937-12-20,184925486,83,1488423,6.9,1973,"en"
"244",10020,"0101414",595,10020,"Beauty and the Beast","Beauty and the Beast",23.433511,1991-11-13,377350553,84,2.5e+07,7.5,3029,"en"
"245",10895,"0032910",596,10895,"Pinocchio","Pinocchio",14.202284,1940-02-23,84300000,88,2600000,6.9,1412,"en"
"246",114,"0100405",597,114,"Pretty Woman","Pretty Woman",13.348451,1990-03-23,4.63e+08,119,1.4e+07,7,1807,"en"
"247",576,"0065214",599,576,"The Wild Bunch","The Wild Bunch",11.722424,1969-06-17,638641,145,6244087,7.7,266,"en"
"248",7300,"0117247",605,7300,"One Fine Day","One Fine Day",7.009946,1996-12-20,97529550,108,NA,6.1,160,"en"
"249",275,"0116282",608,275,"Fargo","Fargo",12.61469,1996-04-05,60611975,98,7e+06,7.7,2080,"en"
"250",25059,"0116552",609,25059,"Homeward Bound II: Lost in San Francisco","Homeward Bound II: Lost in San Francisco",14.657754,1996-03-08,32709423,89,NA,6,105,"en"
"251",11827,"0082509",610,11827,"Heavy Metal","Heavy Metal",7.640073,1981-08-07,NA,90,9300000,6.3,150,"en"
"252",8766,"0116514",611,8766,"Hellraiser: Bloodline","Hellraiser: Bloodline",5.263187,1996-03-08,16675000,86,4e+06,4.9,111,"en"
"253",10112,"0065421",616,10112,"The Aristocats","The Aristocats",9.834047,1970-12-23,55675257,78,4e+06,7.1,1287,"en"
"254",1592,"0117381",628,1592,"Primal Fear","Primal Fear",10.326213,1996-04-03,102616183,129,3e+07,7.4,644,"en"
"255",11479,"0111543",641,11479,"Un indien dans la ville","Little Indian, Big City",4.728163,1994-12-14,NA,90,NA,6,145,"fr"
"256",10684,"0115956",647,10684,"Courage Under Fire","Courage Under Fire",11.595316,1996-07-04,100860818,117,4.6e+07,6.2,240,"en"
"257",954,"0117060",648,954,"Mission: Impossible","Mission: Impossible",15.793477,1996-05-22,457696359,110,8e+07,6.7,2677,"en"
"258",8840,"0116136",653,8840,"DragonHeart","DragonHeart",23.63659,1996-05-31,115267375,103,5.7e+07,6.4,553,"en"
"259",10539,"0116683",661,10539,"James and the Giant Peach","James and the Giant Peach",13.217623,1996-04-12,28921264,79,3.8e+07,6.2,375,"en"
"260",10543,"0116287",662,10543,"Fear","Fear",6.954926,1996-04-12,NA,97,NA,6.1,157,"en"
"261",11902,"0114787",665,11902,"Podzemlje","Underground",14.587894,1995-04-11,NA,170,1.4e+07,7.5,143,"sr"
"262",2300,"0117705",673,2300,"Space Jam","Space Jam",11.054251,1996-11-15,250200000,88,8e+07,6.5,1335,"en"
"263",8069,"0062711",674,8069,"Barbarella","Barbarella",14.304205,1968-10-10,2500000,98,9e+06,5.7,149,"en"
"264",9103,"0117420",704,9103,"The Quest","The Quest",7.941972,1996-04-19,57400547,95,3e+07,5.3,126,"en"
"265",12233,"0095776",709,12233,"Oliver & Company","Oliver & Company",10.813579,1988-11-18,74151346,74,3.1e+07,6.5,372,"en"
"266",922,"0112817",714,922,"Dead Man","Dead Man",6.505272,1995-12-23,NA,121,9e+06,7.2,397,"en"
"267",11687,"0108500",718,11687,"Les visiteurs","The Visitors",7.326169,1993-01-27,NA,107,NA,7.1,433,"fr"
"268",9304,"0117108",719,9304,"Multiplicity","Multiplicity",8.768806,1996-07-19,NA,117,4.5e+07,5.5,158,"en"
"269",9100,"0115963",724,9100,"The Craft","The Craft",12.860385,1996-05-03,24769466,101,1.5e+07,6.3,388,"en"
"270",9802,"0117500",733,9802,"The Rock","The Rock",13.249824,1996-06-06,335062621,136,7.5e+07,6.9,1474,"en"
"271",21588,"0109592",735,21588,"Dellamorte Dellamore","Cemetery Man",6.247819,1994-03-25,NA,105,4e+06,7,105,"it"
"272",664,"0117998",736,664,"Twister","Twister",8.739144,1996-05-10,494471524,113,9.2e+07,6.1,966,"en"
"273",11867,"0115624",737,11867,"Barb Wire","Barb Wire",5.877599,1996-05-02,3793614,98,NA,3.9,117,"en"
"274",9323,"0113568",741,9323,"GHOST IN THE SHELL","Ghost in the Shell",10.686166,1995-11-18,2287714,83,NA,7.8,854,"ja"
"275",10280,"0117894",742,10280,"Thinner","Thinner",4.856229,1996-10-25,NA,92,NA,5.5,125,"en"
"276",10535,"0117723",743,10535,"Spy Hard","Spy Hard",8.202057,1996-05-24,NA,81,1.8e+07,4.9,148,"en"
"277",532,"0112691",745,532,"A Close Shave","A Close Shave",6.796858,1995-12-24,NA,30,NA,7.5,223,"en"
"278",10547,"0115571",748,10547,"The Arrival","The Arrival",6.497591,1996-05-31,14048372,115,2.5e+07,6.1,200,"en"
"279",935,"0057012",750,935,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",9.80398,1964-01-29,9440272,95,1800000,8,1472,"en"
"280",11101,"0108211",760,11101,"Stalingrad","Stalingrad",7.667284,1993-01-21,NA,134,NA,7.4,116,"de"
"281",9826,"0117331",761,9826,"The Phantom","The Phantom",8.079541,1996-06-06,17300889,100,4.5e+07,4.7,138,"en"
"282",9879,"0117765",762,9879,"Striptease","Striptease",11.341502,1996-06-28,113309743,115,5e+07,4.4,210,"en"
"283",7095,"0116669",765,7095,"Jack","Jack",6.287245,1996-08-09,58620973,113,4.5e+07,5.9,340,"en"
"284",627,"0117951",778,627,"Trainspotting","Trainspotting",19.348466,1996-02-23,16491080,93,4e+06,7.8,2737,"en"
"285",602,"0116629",780,602,"Independence Day","Independence Day",17.634197,1996-06-25,816969268,145,7.5e+07,6.7,3334,"en"
"286",9566,"0116277",782,9566,"The Fan","The Fan",12.202063,1996-08-15,18626419,116,5.5e+07,5.7,202,"en"
"287",10545,"0116583",783,10545,"The Hunchback of Notre Dame","The Hunchback of Notre Dame",13.553999,1996-06-21,100138851,91,1e+08,6.8,1182,"en"
"288",9894,"0115798",784,9894,"The Cable Guy","The Cable Guy",7.586577,1996-06-10,102825796,96,4.7e+07,5.7,603,"en"
"289",11543,"0116778",785,11543,"Kingpin","Kingpin",11.633347,1996-07-04,25023434,113,2.7e+07,6.7,248,"en"
"290",9268,"0116213",786,9268,"Eraser","Eraser",6.919314,1996-06-21,242295562,115,1e+08,5.6,553,"en"
"291",9327,"0117218",788,9327,"The Nutty Professor","The Nutty Professor",9.651581,1996-06-26,128769345,95,5.4e+07,5.4,717,"en"
"292",11228,"0116040",798,11228,"Daylight","Daylight",11.995799,1996-12-06,159212469,115,8e+07,5.8,385,"en"
"293",10779,"0116365",799,10779,"The Frighteners","The Frighteners",12.09096,1996-07-18,29359216,110,3e+07,6.7,413,"en"
"294",9294,"0117333",802,9294,"Phenomenon","Phenomenon",5.575992,1996-07-05,152036382,123,3.2e+07,6.2,328,"en"
"295",1645,"0117913",805,1645,"A Time to Kill","A Time to Kill",13.309013,1996-07-24,152266007,149,4e+07,7,522,"en"
"296",2925,"0116313",830,2925,"The First Wives Club","The First Wives Club",10.177303,1996-09-20,116400000,102,2.6e+07,6.5,172,"en"
"297",3595,"0117438",832,3595,"Ransom","Ransom",8.772188,1996-11-08,309492681,117,8e+07,6.4,482,"en"
"298",12123,"0115857",836,12123,"Chain Reaction","Chain Reaction",15.874491,1996-08-02,60209334,107,5e+07,5.3,291,"en"
"299",10830,"0117008",837,10830,"Matilda","Matilda",10.034915,1996-08-02,33459416,98,3.6e+07,6.9,892,"en"
"300",3573,"0116191",838,3573,"Emma","Emma",6.593011,1996-08-02,22231658,121,6e+06,6.7,152,"en"
"301",10546,"0115986",839,10546,"The Crow: City of Angels","The Crow: City of Angels",6.554679,1996-08-29,17917287,84,1.3e+07,5.2,119,"en"
"302",31417,"0053459",841,31417,"Les Yeux sans visage","Eyes Without a Face",9.935891,1960-01-11,NA,90,NA,7.5,130,"fr"
"303",10061,"0116225",849,10061,"Escape from L.A.","Escape from L.A.",12.229381,1996-08-09,42277365,97,5e+07,5.6,381,"en"
"304",10478,"0117918",852,10478,"Tin Cup","Tin Cup",6.24966,1996-08-16,53854588,135,4.5e+07,5.9,152,"en"
"305",238,"0068646",858,238,"The Godfather","The Godfather",41.109264,1972-03-14,245066411,175,6e+06,8.5,6024,"en"
"306",11134,"0104558",861,11134,"警察故事 III：超級警察","Police Story 3: Supercop",6.751864,1992-07-04,20483423,95,9e+05,6.7,109,"cn"
"307",9303,"0115736",866,9303,"Bound","Bound",12.449574,1996-09-13,7011317,108,4500000,6.9,203,"en"
"308",11015,"0120004",879,11015,"The Relic","The Relic",7.699967,1997-01-10,33956608,110,6e+07,5.8,130,"en"
"309",9306,"0116654",880,9306,"The Island of Dr. Moreau","The Island of Dr. Moreau",12.725343,1996-08-23,49627779,96,4e+07,4.6,148,"en"
"310",10723,"0115783",886,10723,"Bulletproof","Bulletproof",7.859132,1996-09-06,22611954,84,2.5e+07,5.4,164,"en"
"311",10987,"0113253",891,10987,"Halloween: The Curse of Michael Myers","Halloween: The Curse of Michael Myers",8.768288,1995-09-29,15116634,88,5e+06,5,173,"en"
"312",981,"0032904",898,981,"The Philadelphia Story","The Philadelphia Story",8.888069,1940-12-05,NA,112,NA,7.7,196,"en"
"313",872,"0045152",899,872,"Singin' in the Rain","Singin' in the Rain",11.064858,1952-04-10,7200000,103,2540800,7.9,747,"en"
"314",2769,"0043278",900,2769,"An American in Paris","An American in Paris",5.565203,1951-08-08,4500000,113,2723903,6.9,133,"en"
"315",13320,"0050419",901,13320,"Funny Face","Funny Face",5.461487,1957-02-13,NA,103,NA,7,162,"en"
"316",164,"0054698",902,164,"Breakfast at Tiffany's","Breakfast at Tiffany's",10.879289,1961-10-05,9500000,110,2500000,7.6,1082,"en"
"317",426,"0052357",903,426,"Vertigo","Vertigo",18.20822,1958-05-09,2.8e+07,128,2479000,8,1162,"en"
"318",567,"0047396",904,567,"Rear Window","Rear Window",17.911314,1954-08-01,36764313,112,1e+06,8.2,1531,"en"
"319",3078,"0025316",905,3078,"It Happened One Night","It Happened One Night",6.465257,1934-02-22,4500000,105,325000,7.7,283,"en"
"320",213,"0053125",908,213,"North by Northwest","North by Northwest",12.410427,1959-07-07,13275000,136,4e+06,7.8,1062,"en"
"321",284,"0053604",909,284,"The Apartment","The Apartment",11.994281,1960-06-15,2.5e+07,125,3e+06,8.1,498,"en"
"322",239,"0053291",910,239,"Some Like It Hot","Some Like It Hot",11.845107,1959-03-18,2.5e+07,122,2883848,8,835,"en"
"323",4808,"0056923",911,4808,"Charade","Charade",7.098731,1963-12-05,13474588,113,4e+06,7.7,351,"en"
"324",289,"0034583",912,289,"Casablanca","Casablanca",13.916101,1942-11-26,10462500,102,878000,7.9,1462,"en"
"325",963,"0033870",913,963,"The Maltese Falcon","The Maltese Falcon",5.782544,1941-11-18,1e+06,100,375000,7.8,435,"en"
"326",11113,"0058385",914,11113,"My Fair Lady","My Fair Lady",12.494394,1964-10-21,72070731,170,1.7e+07,7.4,361,"en"
"327",6620,"0047437",915,6620,"Sabrina","Sabrina",7.359741,1954-09-28,1e+07,113,2238813,7.4,284,"en"
"328",804,"0046250",916,804,"Roman Holiday","Roman Holiday",11.954806,1953-09-02,1.2e+07,119,1500000,7.8,502,"en"
"329",630,"0032138",919,630,"The Wizard of Oz","The Wizard of Oz",22.064932,1939-08-15,33754967,102,2777000,7.4,1689,"en"
"330",770,"0031381",920,770,"Gone with the Wind","Gone with the Wind",14.240357,1939-12-15,400176459,238,4e+06,7.7,995,"en"
"331",599,"0043014",922,599,"Sunset Boulevard","Sunset Boulevard",11.709777,1950-08-10,5e+06,110,1752000,8.2,533,"en"
"332",15,"0033467",923,15,"Citizen Kane","Citizen Kane",15.811921,1941-04-30,23217674,119,839727,8,1244,"en"
"333",62,"0062622",924,62,"2001: A Space Odyssey","2001: A Space Odyssey",22.494622,1968-04-10,68700000,149,10500000,7.9,3075,"en"
"334",705,"0042192",926,705,"All About Eve","All About Eve",12.06308,1950-11-09,63463,138,1400000,8,367,"en"
"335",223,"0032976",928,223,"Rebecca","Rebecca",8.590813,1940-04-12,6e+06,130,1288000,7.7,346,"en"
"336",303,"0038787",930,303,"Notorious","Notorious",10.135111,1946-08-15,24464742,102,2e+06,7.8,345,"en"
"337",4174,"0038109",931,4174,"Spellbound","Spellbound",5.47596,1945-12-28,7e+06,111,1500000,7.3,166,"en"
"338",8356,"0050105",932,8356,"An Affair to Remember","An Affair to Remember",9.813419,1957-07-11,NA,111,NA,7.1,101,"en"
"339",381,"0048728",933,381,"To Catch a Thief","To Catch a Thief",5.490505,1955-08-03,8750000,106,2500000,7.1,299,"en"
"340",10907,"0029843",940,10907,"The Adventures of Robin Hood","The Adventures of Robin Hood",10.685036,1938-05-13,3981000,102,2033000,7.6,170,"en"
"341",1939,"0037008",942,1939,"Laura","Laura",9.884516,1944-10-11,2e+06,88,1020000,7.6,173,"en"
"342",198,"0035446",946,198,"To Be or Not to Be","To Be or Not to Be",7.274948,1942-03-05,NA,99,NA,7.7,119,"en"
"343",1712,"0049261",948,1712,"Giant","Giant",10.864284,1956-10-10,3.5e+07,201,5400000,7.5,169,"en"
"344",220,"0048028",949,220,"East of Eden","East of Eden",6.42883,1955-03-09,5,115,1,7.5,163,"en"
"345",3085,"0032599",951,3085,"His Girl Friday","His Girl Friday",9.88321,1940-01-18,NA,92,NA,7.5,171,"en"
"346",1585,"0038650",953,1585,"It's a Wonderful Life","It's a Wonderful Life",15.031588,1946-12-20,9644124,130,3180000,8,1103,"en"
"347",3083,"0031679",954,3083,"Mr. Smith Goes to Washington","Mr. Smith Goes to Washington",8.168694,1939-10-19,9600000,129,1500000,7.9,245,"en"
"348",900,"0029947",955,900,"Bringing Up Baby","Bringing Up Baby",6.60577,1938-02-18,NA,102,1073000,7.6,201,"en"
"349",260,"0026029",965,260,"The 39 Steps","The 39 Steps",5.865697,1935-06-01,NA,86,NA,7.4,217,"en"
"350",10331,"0063350",968,10331,"Night of the Living Dead","Night of the Living Dead",14.384198,1968-10-01,3e+07,96,114000,7.5,591,"en"
"351",488,"0043265",969,488,"The African Queen","The African Queen",6.636872,1951-12-03,10750000,105,1300000,7.4,232,"en"
"352",261,"0051459",971,261,"Cat on a Hot Tin Roof","Cat on a Hot Tin Roof",11.794846,1958-02-17,17570324,108,3e+06,7.6,168,"en"
"353",11076,"0116329",986,11076,"Fly Away Home","Fly Away Home",5.511155,1996-09-13,NA,107,NA,6.6,114,"en"
"354",10861,"0117011",990,10861,"Maximum Risk","Maximum Risk",7.370163,1996-09-13,51702483,100,2.5e+07,5.3,104,"en"
"355",9333,"0116830",996,9333,"Last Man Standing","Last Man Standing",11.845918,1996-09-20,47267001,101,6.7e+07,6.2,263,"en"
"356",9625,"0116421",1004,9625,"The Glimmer Man","The Glimmer Man",5.918737,1996-10-04,NA,92,4.5e+07,4.7,102,"en"
"357",14136,"0064603",1010,14136,"The Love Bug","The Love Bug",10.091707,1968-12-22,NA,107,NA,6,126,"en"
"358",6878,"0107131",1015,6878,"Homeward Bound: The Incredible Journey","Homeward Bound: The Incredible Journey",7.186506,1993-02-03,NA,84,NA,6.6,218,"en"
"359",173,"0046672",1019,173,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",8.722406,1954-12-23,28200000,127,5e+06,6.9,160,"en"
"360",864,"0106611",1020,864,"Cool Runnings","Cool Runnings",8.30721,1993-09-30,154864401,98,1.4e+07,6.8,510,"en"
"361",24795,"0109127",1021,24795,"Angels in the Outfield","Angels in the Outfield",10.892812,1994-07-15,50236831,102,NA,5.7,124,"en"
"362",11224,"0042332",1022,11224,"Cinderella","Cinderella",14.436858,1950-03-04,263591415,74,2900000,6.8,1760,"en"
"363",15947,"0038166",1024,15947,"The Three Caballeros","The Three Caballeros",8.702472,1944-07-21,NA,71,NA,6.2,108,"en"
"364",9078,"0057546",1025,9078,"The Sword in the Stone","The Sword in the Stone",10.636458,1963-12-25,22182353,79,3e+06,6.9,935,"en"
"365",8367,"0102798",1027,8367,"Robin Hood: Prince of Thieves","Robin Hood: Prince of Thieves",10.639244,1991-06-14,390493908,143,4.8e+07,6.6,937,"en"
"366",433,"0058331",1028,433,"Mary Poppins","Mary Poppins",15.11549,1964-08-27,102272727,139,6e+06,7.4,1217,"en"
"367",11360,"0033563",1029,11360,"Dumbo","Dumbo",14.655879,1941-10-22,1600000,64,812000,6.8,1206,"en"
"368",11114,"0076538",1030,11114,"Pete's Dragon","Pete's Dragon",7.644722,1977-11-03,NA,128,1e+07,6.4,201,"en"
"369",12335,"0066817",1031,12335,"Bedknobs and Broomsticks","Bedknobs and Broomsticks",10.362012,1971-10-07,17900000,117,2e+07,6.8,260,"en"
"370",12092,"0043274",1032,12092,"Alice in Wonderland","Alice in Wonderland",16.488937,1951-07-03,5.72e+08,75,3e+06,7,1557,"en"
"371",10948,"0082406",1033,10948,"The Fox and the Hound","The Fox and the Hound",10.197106,1981-07-10,29800000,82,1.2e+07,7,884,"en"
"372",15121,"0059742",1035,15121,"The Sound of Music","The Sound of Music",9.06773,1965-03-02,286214286,174,8200000,7.4,966,"en"
"373",562,"0095016",1036,562,"Die Hard","Die Hard",16.640522,1988-07-15,140767956,131,2.8e+07,7.5,4005,"en"
"374",10163,"0104692",1037,10163,"The Lawnmower Man","The Lawnmower Man",6.685948,1992-03-05,32101000,108,1e+07,5.4,198,"en"
"375",11159,"0117589",1041,11159,"Secrets & Lies","Secrets & Lies",11.223572,1996-05-24,13417292,142,4500000,7.1,127,"en"
"376",9591,"0117887",1042,9591,"That Thing You Do!","That Thing You Do!",8.685761,1996-10-04,34585416,108,NA,6.8,230,"en"
"377",11412,"0116908",1047,11412,"The Long Kiss Goodnight","The Long Kiss Goodnight",14.482345,1996-10-11,89456761,120,6.5e+07,6.4,323,"en"
"378",10586,"0116409",1049,10586,"The Ghost and the Darkness","The Ghost and the Darkness",10.789928,1996-10-11,7.5e+07,109,5e+07,6.4,238,"en"
"379",9716,"0116242",1057,9716,"Everyone Says I Love You","Everyone Says I Love You",9.649113,1996-12-06,NA,101,2e+07,6.5,149,"en"
"380",454,"0117509",1059,454,"Romeo + Juliet","Romeo + Juliet",11.774061,1996-10-31,147298761,120,14500000,6.7,1406,"en"
"381",10218,"0117802",1060,10218,"Swingers","Swingers",6.578025,1996-10-18,4505922,94,2e+05,6.8,255,"en"
"382",819,"0117665",1061,819,"Sleepers","Sleepers",9.198283,1996-10-18,165615285,147,4.4e+07,7.3,729,"en"
"383",11238,"0115491",1064,11238,"Aladdin and the King of Thieves","Aladdin and the King of Thieves",8.654244,1996-05-20,NA,81,NA,6.1,494,"en"
